
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
2139         	300656   	      20996	Fall 2013  	PHM                        	Kapoor 125                                        	LCTR         	16-DEC-2013	11:45        	14:45      	TR13        	         173	        130	Patient Assessment
2139         	300656   	      20996	Fall 2013  	PHM                        	Kapoor 125                                        	LCTR         	16-DEC-2013	15:30        	18:30      	TR16        	         173	        130	Patient Assessment
2139         	300659   	      20988	Fall 2013  	PHC                        	Kapoor 190                                        	LCTR         	13-DEC-2013	11:45        	14:45      	MWF13       	         283	        132	Pharmacy Calculations
2139         	300661   	      21392	Fall 2013  	IE                         	Baldy 110                                         	LCTR         	10-DEC-2013	19:15        	22:15      	TR17        	          46	         23	Social Network Behavior Models
2139         	300671   	      21125	Fall 2013  	MGI                        	Talbrt 112                                        	LCTR         	09-DEC-2013	19:15        	22:15      	M17         	          28	         24	Special Topics in Hum Resource
2139         	300672   	      24850	Fall 2013  	MGI                        	Alfier 102                                        	LCTR         	09-DEC-2013	08:00        	11:00      	MW8         	          84	         27	Special Topics in Hum Res
2139         	300690   	      23508	Fall 2013  	STA                        	Kimbal 108                                        	LCTR         	13-DEC-2013	08:00        	11:00      	MW10        	          42	         11	Statistical Data Mining I
2139         	300696   	      21316	Fall 2013  	PHC                        	Kapoor 125                                        	LCTR         	09-DEC-2013	15:30        	18:30      	MW14        	         173	        131	Pharmaceutical Chemistry
2139         	300699   	      21315	Fall 2013  	PHC                        	Kapoor 125                                        	LCTR         	09-DEC-2013	15:30        	18:30      	MW14        	         173	         18	Pharmaceutical Chemistry
2139         	300700   	      21672	Fall 2013  	IE                         	Baldy 110                                         	LCTR         	10-DEC-2013	19:15        	22:15      	TR17        	          46	          8	Social Network Behavior Models
2139         	300705   	      24491	Fall 2013  	ECO                        	Norton 213                                        	LCTR         	11-DEC-2013	11:45        	14:45      	MWF12       	          43	          0	Special Topic Econ History
2139         	300707   	      21591	Fall 2013  	SSC                        	Obrian 214                                        	LCTR         	12-DEC-2013	19:15        	22:15      	R18         	          33	         16	Law, Legal Writing & Advocacy
2139         	300710   	      21658	Fall 2013  	MGS                        	Jacobs 214                                        	LCTR         	12-DEC-2013	11:45        	14:45      	TR12        	          40	         16	Sem in Health Info System
2139         	300712   	      21630	Fall 2013  	MGS                        	Jacobs 110                                        	LCTR         	14-DEC-2013	11:45        	14:45      	S10         	          85	         56	Onlne Anlyt Proc Data Wrhsing
2139         	300722   	      23120	Fall 2013  	MGF                        	Alfier 102                                        	LCTR         	12-DEC-2013	15:30        	18:30      	T15         	          84	         37	Quant. Methods in Finance
2139         	300730   	      21764	Fall 2013  	EE                         	Capen 262                                         	LCTR         	12-DEC-2013	08:00        	11:00      	TR9         	          58	         29	Intro to MRI
2139         	300748   	      21829	Fall 2013  	BE                         	Bonner 414                                        	LCTR         	12-DEC-2013	11:45        	14:45      	R12         	          40	         15	Medical Nanotechnology
2139         	300776   	      24414	Fall 2013  	CHB                        	Knox 20                                           	LCTR         	10-DEC-2013	11:45        	14:45      	T11         	         454	         72	Pub Hlth Popultn Wellbng
2139         	300780   	      24190	Fall 2013  	EE                         	Cooke 121                                         	LCTR         	13-DEC-2013	19:15        	22:15      	M19         	         220	         72	HDL Digital Des Prog Logic
2139         	300801   	      22931	Fall 2013  	PSC                        	Cooke 127B                                        	LCTR         	12-DEC-2013	08:00        	11:00      	TR9         	          44	         20	Politics of Domestic Unrest
2139         	300802   	      23143	Fall 2013  	NUR                        	Kimbal 111                                        	LCTR         	09-DEC-2013	15:30        	18:30      	M14         	          80	         22	Explore Nursing
2139         	300805   	      23725	Fall 2013  	PHM                        	Kapoor 125                                        	LCTR         	13-DEC-2013	15:30        	18:30      	W16         	         173	        121	Professional Practice 1
2139         	300806   	      23555	Fall 2013  	PHM                        	Kapoor 125                                        	LCTR         	13-DEC-2013	08:00        	11:00      	M10         	         173	        120	Endocr & Women's Health
2139         	300807   	      23554	Fall 2013  	PHM                        	Kapoor 190                                        	LCTR         	09-DEC-2013	15:30        	18:30      	MW14        	         283	        122	Cardiovascular & Renal
2139         	300811   	      23556	Fall 2013  	PHM                        	Kapoor 183A                                       	LCTR         	16-DEC-2013	15:30        	18:30      	R16         	          40	         12	Informatics
2139         	300825   	      24410	Fall 2013  	CHB                        	Knox 20                                           	LCTR         	10-DEC-2013	11:45        	14:45      	T11         	         454	         66	Public Health Popultn Wellbng
2139         	300830   	      23748	Fall 2013  	GGB                        	Coe 306-B                                         	LCTR         	12-DEC-2013	11:45        	14:45      	TR12        	           0	          0	Devmtl Genomics, Stem Cell Bio
2139         	300836   	      24542	Fall 2013  	EE                         	Capen 262                                         	LCTR         	12-DEC-2013	08:00        	11:00      	TR9         	          58	          7	Intro to MRI
2139         	300847   	      24430	Fall 2013  	CIE                        	Obrian 214                                        	LCTR         	10-DEC-2013	15:30        	18:30      	TR14        	          33	          1	Travel Demand Forecasting
2139         	300868   	      24593	Fall 2013  	PHC                        	Kapoor 190                                        	LCTR         	16-DEC-2013	11:45        	14:45      	T13         	         283	         14	Pharmacogenomics
2139         	300871   	      24548	Fall 2013  	SOC                        	Park 146                                          	LCTR         	10-DEC-2013	11:45        	14:45      	TR11        	          30	          7	Special Topics
2139         	300872   	      24664	Fall 2013  	CSE                        	Davis 101                                         	LCTR         	10-DEC-2013	08:00        	11:00      	T8          	         180	          5	Algs for Modern Compute System
2139         	300880   	      24660	Fall 2013  	EE                         	Davis 101                                         	LCTR         	09-DEC-2013	11:45        	14:45      	MWF11       	         180	         58	Applied Probability
2139         	300883   	      24667	Fall 2013  	CSE                        	Davis 101                                         	LCTR         	10-DEC-2013	08:00        	11:00      	T8          	         180	        141	Algs for Modern Computer Syst
2139         	300927   	      25031	Fall 2013  	BE                         	Bonner 414                                        	LCTR         	10-DEC-2013	11:45        	14:45      	T11         	          40	         14	Biomedical Micro/Nanotech
2141         	000007   	      19339	Spring 2014	HIS                        	Capen 262                                         	LCTR         	16-MAY-2014	19:15        	22:15      	TR19        	          58	         34	US History 2
2141         	000007   	      19341	Spring 2014	HIS                        	Capen 10                                          	LCTR         	16-MAY-2014	19:15        	22:15      	MW19        	          51	         51	US History 2
2141         	000007   	      19656	Spring 2014	HIS                        	Nsc 225                                           	LCTR         	14-MAY-2014	11:45        	14:45      	MW12        	         385	        153	US History 2
2141         	000021   	      11326	Spring 2014	HIS                        	Knox 110                                          	LCTR         	16-MAY-2014	08:00        	11:00      	MWF10       	         222	         39	Asian Civilization 2
2141         	000060   	      23276	Spring 2014	HIS                        	Obrian 112                                        	LCTR         	12-MAY-2014	11:45        	14:45      	MWF11       	          98	         75	Soc Hist of Sport & Rec
2141         	000069   	      11996	Spring 2014	MGB                        	Capen 262                                         	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	          58	         29	Pwr Influenc in Organizn
2141         	000095   	      23655	Spring 2014	AAS                        	Bell 138                                          	LCTR         	15-MAY-2014	15:30        	18:30      	TR15        	          31	          0	Black Child in America
2141         	000121   	      22264	Spring 2014	AAS                        	Park 250                                          	LCTR         	15-MAY-2014	11:45        	14:45      	TR12        	          36	          7	Black Presnc Lat Am Cult
2141         	000150   	      19055	Spring 2014	AAS                        	Talbrt 103                                        	LCTR         	13-MAY-2014	15:30        	18:30      	TR14        	          40	         17	Africa Diaspora:Soc Evol
2141         	000283   	      19673	Spring 2014	MIC                        	Dfn 203                                           	LCTR         	01-MAY-2014	13:00        	15:00      	            	         101	         91	Medical Microbiology
2141         	000313   	      12000	Spring 2014	MGE                        	Dfn 146                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         225	         55	Applied Economics
2141         	000313   	      12000	Spring 2014	MGE                        	Dfn 147                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         431	         55	Applied Economics
2141         	000313   	      12000	Spring 2014	MGE                        	Dfn 148                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         228	         55	Applied Economics
2141         	000313   	      24373	Spring 2014	MGE                        	Dfn 146                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         225	        314	Applied Economics
2141         	000313   	      24373	Spring 2014	MGE                        	Dfn 147                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         431	        314	Applied Economics
2141         	000313   	      24373	Spring 2014	MGE                        	Dfn 148                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         228	        314	Applied Economics
2141         	000319   	      23560	Spring 2014	MGE                        	Alfier 102                                        	LCTR         	14-MAY-2014	08:00        	11:00      	M9          	          84	         24	Global Econ & Bus Firm
2141         	000339   	      11740	Spring 2014	MGT                        	Jacobs 122                                        	LCTR         	14-MAY-2014	15:30        	18:30      	M15         	          54	         31	Public Policy, Law & Mgmt
2141         	000339   	      11759	Spring 2014	MGT                        	Jacobs 122                                        	LCTR         	15-MAY-2014	19:15        	22:15      	T18         	          54	         29	Public Policy, Law & Mgmt
2141         	000339   	      11834	Spring 2014	MGT                        	Nsc 225                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         385	         32	Public Policy, Law & Mgmt
2141         	000339   	      11862	Spring 2014	MGT                        	Alfier 104                                        	LCTR         	14-MAY-2014	08:00        	11:00      	M9          	          80	         55	Public Policy, Law & Mgmt
2141         	000339   	      11907	Spring 2014	MGT                        	Nsc 225                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         385	         32	Public Policy, Law & Mgmt
2141         	000339   	      19594	Spring 2014	MGT                        	Jacobs 122                                        	LCTR         	14-MAY-2014	11:45        	14:45      	M12         	          54	         55	Public Policy, Law & Mgmt
2141         	000340   	      11963	Spring 2014	MGT                        	Alfier 104                                        	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	          80	         36	Business Law
2141         	000340   	      23376	Spring 2014	MGT                        	Alfier 104                                        	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	          80	         29	Business Law
2141         	000358   	      23386	Spring 2014	MGT                        	Jacobs 122                                        	LCTR         	15-MAY-2014	08:00        	11:00      	T9          	          54	         18	Comm'l Law & Corp Gov.
2141         	000381   	      10588	Spring 2014	MGS                        	Dfn 146                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         225	         33	Intro to Mgmt Info Systms
2141         	000381   	      10588	Spring 2014	MGS                        	Dfn 147                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         431	         33	Intro to Mgmt Info Systms
2141         	000381   	      10670	Spring 2014	MGS                        	Dfn 146                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         225	        254	Intro to Mgmt Info Systms
2141         	000381   	      10670	Spring 2014	MGS                        	Dfn 147                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         431	        254	Intro to Mgmt Info Systms
2141         	000385   	      11951	Spring 2014	MGS                        	Jacobs 112                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          55	         40	Systems Anal & Design
2141         	000386   	      11954	Spring 2014	MGS                        	Dfn 146                                           	LCTR         	15-MAY-2014	08:00        	11:00      	T9          	         225	         39	Mgmt of IT Projects
2141         	000785   	      15914	Spring 2014	PGY                        	Dfn 02                                            	LCTR         	14-MAY-2014	08:00        	11:00      	MW9         	         110	         59	Applied Physiology
2141         	000933   	      10648	Spring 2014	ECO                        	Obrian 109                                        	LCTR         	16-MAY-2014	08:00        	11:00      	MWF10       	          80	         68	Econometrics 1
2141         	000933   	      10654	Spring 2014	ECO                        	Clemen 06                                         	LCTR         	16-MAY-2014	19:15        	22:15      	TR19        	          45	         43	Econometrics 1
2141         	001109   	      16006	Spring 2014	SSC                        	Clemen 04                                         	LCTR         	16-MAY-2014	19:15        	22:15      	M19         	          45	         37	The Aging Process
2141         	001126   	      15598	Spring 2014	SSC                        	Talbrt 115                                        	LCTR         	14-MAY-2014	15:30        	18:30      	W15         	          49	         25	Grantwriting Nonprofits
2141         	001229   	      15838	Spring 2014	ECO                        	Baldy 110                                         	LCTR         	13-MAY-2014	15:30        	18:30      	TR14        	          46	         25	Financial Economics 2
2141         	001230   	      15789	Spring 2014	ECO                        	Clemen 04                                         	LCTR         	16-MAY-2014	11:45        	14:45      	MWF13       	          45	         28	Empir Mtds Finan Eco
2141         	001231   	      15555	Spring 2014	ECO                        	Cfa 144                                           	LCTR         	13-MAY-2014	11:45        	14:45      	TR11        	          48	         23	Eco of Asset Valuation
2141         	001238   	      24098	Spring 2014	ECO                        	Park 450                                          	LAB          	14-MAY-2014	19:15        	22:15      	M18         	          20	          2	Econometrics Applications
2141         	001241   	      22669	Spring 2014	ECO                        	Talbrt 106                                        	LCTR         	12-MAY-2014	19:15        	22:15      	MW17        	          30	         24	Pract in Fin Econ 2
2141         	001248   	      15439	Spring 2014	ECO                        	Frnczk 424                                        	LCTR         	12-MAY-2014	11:45        	14:45      	MW11        	          20	          9	Macroeconomic Theory 2
2141         	001250   	      15808	Spring 2014	ECO                        	Frnczk 424                                        	LCTR         	12-MAY-2014	15:30        	18:30      	MW14        	          20	         10	Math for Economists 2
2141         	001252   	      15684	Spring 2014	ECO                        	Frnczk 424                                        	LCTR         	14-MAY-2014	08:00        	11:00      	MW9         	          20	         11	Econometric Applic & Meth
2141         	001254   	      15784	Spring 2014	ECO                        	Frnczk 424                                        	LCTR         	13-MAY-2014	11:45        	14:45      	TR11        	          20	          9	Microeconomic Theory 2
2141         	001276   	      24095	Spring 2014	ECO                        	Frnczk 424                                        	LCTR         	15-MAY-2014	08:00        	11:00      	TR9         	          20	         12	Pub Finance & Fiscl Pol 1
2141         	001297   	      16769	Spring 2014	GEO                        	Filmor 170                                        	LCTR         	16-MAY-2014	08:00        	11:00      	MWF10       	         250	        105	Global Econ Geographies
2141         	001298   	      10526	Spring 2014	GEO                        	Filmor 170                                        	LCTR         	12-MAY-2014	11:45        	14:45      	MWF11       	         250	        175	Global Climate Change
2141         	001331   	      16254	Spring 2014	GEO                        	Filmor 355                                        	LCTR         	15-MAY-2014	08:00        	11:00      	TR9         	          66	         54	Water Resources
2141         	001372   	      22267	Spring 2014	CEP                        	Baldy 14A                                         	LAB          	15-MAY-2014	08:00        	11:00      	TR9         	          50	         33	Basic Stat & Computing
2141         	001383   	      15456	Spring 2014	CEP                        	Baldy 101                                         	LCTR         	16-MAY-2014	19:15        	22:15      	M19         	         100	         25	Tests and Measurements
2141         	001389   	      19069	Spring 2014	CEP                        	Baldy 109                                         	LCTR         	16-MAY-2014	11:45        	14:45      	T13         	          21	         13	Psychometric Theory in Ed
2141         	001400   	      10177	Spring 2014	CEP                        	Obrian 210                                        	LCTR         	16-MAY-2014	15:30        	18:30      	TR16        	          46	         42	Statistical Mthds Inference II
2141         	001400   	      18213	Spring 2014	CEP                        	Baldy 113                                         	LCTR         	15-MAY-2014	19:15        	22:15      	R18         	          22	         18	Statistical Mthds Inference II
2141         	001400   	      18395	Spring 2014	CEP                        	Baldy 200C                                        	LAB          	15-MAY-2014	19:15        	22:15      	T18         	          15	         24	Statistical Mthds Inference II
2141         	001408   	      15782	Spring 2014	CEP                        	Baldy 108                                         	LCTR         	16-MAY-2014	15:30        	18:30      	M16         	          44	         15	Understndng Stat Resrch
2141         	001433   	      15978	Spring 2014	SSC                        	Talbrt 115                                        	LCTR         	14-MAY-2014	19:15        	22:15      	W18         	          49	         39	Health Law
2141         	001464   	      13134	Spring 2014	APY                        	Filmor 355                                        	LCTR         	12-MAY-2014	11:45        	14:45      	MWF11       	          66	         56	Intro:Cultural Anthropology
2141         	001464   	      23540	Spring 2014	APY                        	Filmor 355                                        	LCTR         	13-MAY-2014	11:45        	14:45      	TR11        	          66	         64	Intro:Cultural Anthropology
2141         	001465   	      24050	Spring 2014	APY                        	Filmor 355                                        	LCTR         	14-MAY-2014	08:00        	11:00      	MWF9        	          66	         44	Intro to Physical APY
2141         	001513   	      14192	Spring 2014	APY                        	Filmor 170                                        	LCTR         	13-MAY-2014	15:30        	18:30      	TR14        	         250	        101	Human Genetics
2141         	001526   	      11315	Spring 2014	SOC                        	Nsc 216                                           	LCTR         	13-MAY-2014	19:15        	22:15      	TR17        	          97	         63	Sociology of Deviance
2141         	001533   	      23193	Spring 2014	URP                        	Crosby 301                                        	LCTR         	13-MAY-2014	08:00        	11:00      	TR8         	         108	         40	Plng Concepts & Controver
2141         	001631   	      23514	Spring 2014	GEO                        	Filmor 352                                        	LCTR         	14-MAY-2014	11:45        	14:45      	MWF12       	          32	         76	Urban Geography
2141         	001631   	      23514	Spring 2014	GEO                        	Filmor 355                                        	LCTR         	14-MAY-2014	11:45        	14:45      	MWF12       	          66	         76	Urban Geography
2141         	001643   	      11961	Spring 2014	MGS                        	Jacobs 110                                        	LCTR         	14-MAY-2014	19:15        	22:15      	M18         	          85	         38	Enterprise Models
2141         	001647   	      20299	Spring 2014	MGS                        	Alfier 102                                        	LCTR         	13-MAY-2014	11:45        	14:45      	            	          84	         49	IT for Managers
2141         	001647   	      20299	Spring 2014	MGS                        	Alfier 103                                        	LCTR         	13-MAY-2014	11:45        	14:45      	            	          43	         49	IT for Managers
2141         	001647   	      20299	Spring 2014	MGS                        	Alfier 104                                        	LCTR         	13-MAY-2014	11:45        	14:45      	            	          80	         49	IT for Managers
2141         	001647   	      20300	Spring 2014	MGS                        	Alfier 102                                        	LCTR         	13-MAY-2014	11:45        	14:45      	            	          84	         48	IT for Managers
2141         	001647   	      20300	Spring 2014	MGS                        	Alfier 103                                        	LCTR         	13-MAY-2014	11:45        	14:45      	            	          43	         48	IT for Managers
2141         	001647   	      20300	Spring 2014	MGS                        	Alfier 104                                        	LCTR         	13-MAY-2014	11:45        	14:45      	            	          80	         48	IT for Managers
2141         	001654   	      11949	Spring 2014	MGS                        	Hoch 114                                          	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         180	         55	Decision Support Systems
2141         	001654   	      19080	Spring 2014	MGS                        	Hoch 114                                          	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	         180	         35	Decision Support Systems
2141         	001658   	      11959	Spring 2014	MGS                        	Cooke 121                                         	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         220	         28	Management of IT Projects
2141         	001658   	      20682	Spring 2014	MGS                        	Cooke 121                                         	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         220	         61	Management of IT Projects
2141         	001671   	      11950	Spring 2014	MGS                        	Jacobs 122                                        	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	          54	         10	Managing Computr Networks
2141         	001673   	      11960	Spring 2014	MGS                        	Jacobs 110                                        	LCTR         	15-MAY-2014	19:15        	22:15      	T18         	          85	         32	Seminar On E-Commerce
2141         	001673   	      11960	Spring 2014	MGS                        	Jacobs 112                                        	LCTR         	15-MAY-2014	19:15        	22:15      	T18         	          55	         32	Seminar On E-Commerce
2141         	001673   	      12369	Spring 2014	MGS                        	Jacobs 110                                        	LCTR         	15-MAY-2014	19:15        	22:15      	T18         	          85	          0	Seminar On E-Commerce
2141         	001673   	      12369	Spring 2014	MGS                        	Jacobs 112                                        	LCTR         	15-MAY-2014	19:15        	22:15      	T18         	          55	          0	Seminar On E-Commerce
2141         	001684   	      12058	Spring 2014	MGO                        	Dfn 146                                           	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         225	         55	Productn & Operatns Mgmt
2141         	001684   	      12058	Spring 2014	MGO                        	Dfn 147                                           	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         431	         55	Productn & Operatns Mgmt
2141         	001684   	      12058	Spring 2014	MGO                        	Dfn 148                                           	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         228	         55	Productn & Operatns Mgmt
2141         	001684   	      18364	Spring 2014	MGO                        	Dfn 146                                           	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         225	        406	Productn & Operatns Mgmt
2141         	001684   	      18364	Spring 2014	MGO                        	Dfn 147                                           	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         431	        406	Productn & Operatns Mgmt
2141         	001684   	      18364	Spring 2014	MGO                        	Dfn 148                                           	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	         228	        406	Productn & Operatns Mgmt
2141         	001685   	      18986	Spring 2014	MGO                        	Jacobs 110                                        	LCTR         	14-MAY-2014	15:30        	18:30      	M15         	          85	         51	Supply Chain Management
2141         	001685   	      23532	Spring 2014	MGO                        	Jacobs 110                                        	LCTR         	14-MAY-2014	15:30        	18:30      	M15         	          85	         23	Supply Chain Management
2141         	001688   	      11762	Spring 2014	MGO                        	Knox 109                                          	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         222	         40	Fund of Strategic Mgt
2141         	001688   	      11762	Spring 2014	MGO                        	Knox 110                                          	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         222	         40	Fund of Strategic Mgt
2141         	001688   	      11776	Spring 2014	MGO                        	Knox 109                                          	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         222	         40	Fund of Strategic Mgt
2141         	001688   	      11776	Spring 2014	MGO                        	Knox 110                                          	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         222	         40	Fund of Strategic Mgt
2141         	001688   	      11835	Spring 2014	MGO                        	Alfier 103                                        	LCTR         	13-MAY-2014	15:30        	18:30      	T14         	          43	         34	Fund of Strategic Mgt
2141         	001688   	      23375	Spring 2014	MGO                        	Knox 109                                          	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         222	         39	Fund of Strategic Mgt
2141         	001688   	      23375	Spring 2014	MGO                        	Knox 110                                          	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         222	         39	Fund of Strategic Mgt
2141         	001693   	      12065	Spring 2014	MGO                        	Arr Arr                                           	LCTR         	12-MAY-2014	11:45        	14:45      	M11         	           0	          3	Econ Methods for Mgmt 2
2141         	001700   	      12066	Spring 2014	MGO                        	Jacobs 106                                        	LCTR         	15-MAY-2014	18:30        	21:30      	            	          55	         37	Supply Chains & Glob Oper
2141         	001703   	      11944	Spring 2014	MGO                        	Alfier 103                                        	LCTR         	12-MAY-2014	18:30        	21:30      	            	          43	         28	Purchasing & Supply Mgt
2141         	001897   	      20958	Spring 2014	CDS                        	Kimbal 126                                        	LCTR         	13-MAY-2014	19:15        	22:15      	R17         	          45	         13	Advanced Hearing Science
2141         	001904   	      15692	Spring 2014	CDS                        	Kimbal 108                                        	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	          42	         12	Diagnostic Audiology 2
2141         	001908   	      15329	Spring 2014	CDS                        	Dfn 207                                           	LCTR         	14-MAY-2014	08:00        	11:00      	M9          	          32	         12	Hearing Aid Evaluation
2141         	001911   	      15340	Spring 2014	CDS                        	Dfn 04                                            	LCTR         	13-MAY-2014	11:45        	14:45      	TR11        	          54	         26	Voice Disorders
2141         	002032   	      10591	Spring 2014	MGA                        	Nsc 215                                           	LCTR         	12-MAY-2014	19:15        	22:15      	M17         	         150	         74	Intro to Financial Accounting
2141         	002032   	      10637	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	         225	        300	Intro to Financial Accounting
2141         	002032   	      10637	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	         228	        300	Intro to Financial Accounting
2141         	002033   	      10647	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         225	        337	Intro to Management Accounting
2141         	002033   	      10647	Spring 2014	MGA                        	Dfn 147                                           	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         431	        337	Intro to Management Accounting
2141         	002033   	      10647	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         228	        337	Intro to Management Accounting
2141         	002033   	      10706	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         225	        337	Intro to Management Accounting
2141         	002033   	      10706	Spring 2014	MGA                        	Dfn 147                                           	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         431	        337	Intro to Management Accounting
2141         	002033   	      10706	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	12-MAY-2014	15:30        	18:30      	M14         	         228	        337	Intro to Management Accounting
2141         	002036   	      10038	Spring 2014	MGA                        	Alfier 104                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          80	         43	Inter Financial Acctg II
2141         	002036   	      10038	Spring 2014	MGA                        	Jacobs 106                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          55	         43	Inter Financial Acctg II
2141         	002036   	      10038	Spring 2014	MGA                        	Jacobs 110                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          85	         43	Inter Financial Acctg II
2141         	002036   	      10040	Spring 2014	MGA                        	Alfier 104                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          80	         45	Inter Financial Acctg II
2141         	002036   	      10040	Spring 2014	MGA                        	Jacobs 106                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          55	         45	Inter Financial Acctg II
2141         	002036   	      10040	Spring 2014	MGA                        	Jacobs 110                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          85	         45	Inter Financial Acctg II
2141         	002036   	      10042	Spring 2014	MGA                        	Alfier 104                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          80	         38	Inter Financial Acctg II
2141         	002036   	      10042	Spring 2014	MGA                        	Jacobs 106                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          55	         38	Inter Financial Acctg II
2141         	002036   	      10042	Spring 2014	MGA                        	Jacobs 110                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          85	         38	Inter Financial Acctg II
2141         	002036   	      10045	Spring 2014	MGA                        	Alfier 104                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          80	         33	Inter Financial Acctg II
2141         	002036   	      10045	Spring 2014	MGA                        	Jacobs 106                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          55	         33	Inter Financial Acctg II
2141         	002036   	      10045	Spring 2014	MGA                        	Jacobs 110                                        	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	          85	         33	Inter Financial Acctg II
2141         	002039   	      11801	Spring 2014	MGA                        	Knox 109                                          	LCTR         	15-MAY-2014	19:15        	22:15      	T18         	         222	         55	Fin Reporting & Analysis
2141         	002039   	      11869	Spring 2014	MGA                        	Cooke 121                                         	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	         220	         55	Fin Reporting & Analysis
2141         	002039   	      11990	Spring 2014	MGA                        	Alfier 102                                        	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	          84	         34	Fin Reporting & Analysis
2141         	002040   	      23319	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         225	         49	Accounting Information Systems
2141         	002040   	      23319	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         228	         49	Accounting Information Systems
2141         	002040   	      23320	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         225	         35	Accounting Information Systems
2141         	002040   	      23320	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         228	         35	Accounting Information Systems
2141         	002040   	      23321	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         225	         37	Accounting Information Systems
2141         	002040   	      23321	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         228	         37	Accounting Information Systems
